Gene_ID,Gene_Annotation ,Expression_values,Gene_length,Unique_gene_reads,Total_gene_reads,RPKM
g835.t1,Not Available,519,870,519,659,37.8437
g8350.t1,ankyrin repeat protein,4200,3408,4200,10694,156.7718
g8351.t1,Not Available,159,1611,159,281,8.7144
g8352.t1,f-box domain containing protein,4,1338,4,7,0.2614
g8353.t1,Not Available,0,384,0,0,0.0000
g8354.t1,dihydrodipicolinate synthetase family protein,4,972,4,4,0.2056
g8355.t1,Not Available,364,1008,364,1445,71.6200
g8356.t1,ribokinase,0,951,0,4,0.2101
g8357.t1,Not Available,7,264,7,7,1.3247
g8358.t1,c2h2 type zinc finger containing protein,93,2637,93,93,1.7620
g8359.t1,polyamine transporter 4,6,1371,6,6,0.2186
g836.t1,hypothetical protein NECHADRAFT_65530 [Nectria haematococca mpVI 77-13-4],46,381,46,80,10.4904
g8360.t1,branched-chain amino acid aminotransferase,11,1158,11,14,0.6040
g8361.t1,Not Available,0,327,0,2,0.3056
g8362.t1,d-isomer specific 2-hydroxyacid dehydrogenase,13,1041,13,20,0.9599
g8363.t1,c6 finger domain,30,2493,30,33,0.6613
g8364.t1,Not Available,1,747,1,1,0.0669
g8365.t1,c2h2 transcription factor,1342,6125,1342,2374,19.3643
g8366.t1,Not Available,26,2232,26,45,1.0073
g8367.t1,hypothetical protein GLRG_09554 [Glomerella graminicola M1.001],402,2709,402,793,14.6249
g8368.t1,Not Available,0,573,0,1,0.0872
g8369.t1,like family protein,10,945,10,13,0.6873
g837.t1,Not Available,40,2304,40,75,1.6263
g8370.t1,lactoylglutathione lyase,954,963,954,1898,98.4685
g8371.t1,Not Available,289,1077,289,534,24.7715
g8372.t1,Not Available,4,855,4,11,0.6428
g8373.t1,hypothetical protein TRIVIDRAFT_67392 [Trichoderma virens Gv29-8],3,1140,3,4,0.1753
g8374.t1,Not Available,5,492,5,8,0.8124
g8375.t1,Not Available,45,3291,45,102,1.5485
g8376.t1,d-3-phosphoglycerate dehydrogenase,1220,4584,1220,2189,23.8577
g8377.t1,duf500 and domain-containing protein,2357,2046,2357,3357,81.9734
g8378.t1,Not Available,1,1059,1,3,0.1415
g8379.t1,snare protein,297,294,297,330,56.0782
g838.t1,exoglucanase type c precursor,89,1818,89,171,4.6993
g8380.t1,Not Available,84,1476,84,156,5.2804
g8381.t1,stromal membrane-associated protein,700,1695,700,1294,38.1410
g8382.t1,methionine-r-sulfoxide reductase,211,411,211,429,52.1486
g8383.t1,Not Available,0,321,0,3,0.4669
g8384.t1,Not Available,0,1008,0,0,0.0000
g8385.t1,Not Available,0,960,0,0,0.0000
g8386.t1,Not Available,4,2064,4,4,0.0968
g8387.t1,rsc complex subunit rsc9,462,2841,462,1200,21.1027
g8388.t1,Not Available,0,2088,0,3,0.0718
g8389.t1,vacuolar protein sorting-associated protein 27,1168,2094,1168,2322,55.4004
g839.t1,hypothetical protein TRIVIDRAFT_160288 [Trichoderma virens Gv29-8],199,2289,199,211,4.6054
g8390.t1,Not Available,0,942,0,4,0.2121
g8391.t1,Not Available,80,489,80,185,18.9012
g8392.t1,ste20-like protein,1974,2673,1974,2386,44.5963
g8393.t1,Not Available,0,1251,0,0,0.0000
g8394.t1,Not Available,27,927,27,31,1.6707
g8395.t1,Not Available,21,471,21,28,2.9701
g8396.t1,Not Available,46,3597,46,226,3.1390
g8397.t1,rna binding effector protein,556,3759,556,2510,33.3602
g8398.t1,Not Available,15,2502,15,30,0.5990
g8399.t1,long-chain-fatty-acid- ligase,4909,2091,4909,9956,237.8801
g84.t1,carbohydrate esterase family 3 protein,200,765,200,200,13.0616
g840.t1,Not Available,3,852,3,3,0.1759
g8400.t1,Not Available,0,216,0,0,0.0000
g8401.t1,Not Available,376,501,376,376,37.4953
g8402.t1,Not Available,162,1206,162,162,6.7111
g8403.t1,hypothetical protein GLRG_01257 [Glomerella graminicola M1.001],76,1854,76,92,2.4792
g8404.t1,Not Available,0,417,0,1,0.1198
g8405.t1,purine transporter,385,2895,385,525,9.0602
g8406.t1,PREDICTED: uncharacterized protein LOC100788678 [Glycine max],5,1653,5,8,0.2418
g8407.t1,Not Available,0,771,0,2,0.1296
g8408.t1,ubiquitin family protein,1809,4038,1809,2450,30.3129
g8409.t1,phosphatidylserine decarboxylase proenzyme,1846,1542,1846,2717,88.0304
g841.t1,Not Available,0,1074,0,1,0.0465
g8410.t1,Not Available,1305,564,1305,1454,128.7990
g8411.t1,hypothetical protein TRIVIDRAFT_81430 [Trichoderma virens Gv29-8],2099,1332,2099,2355,88.3312
g8412.t1,Not Available,4,300,4,4,0.6661
g8413.t1,protein,1515,2358,1515,1907,40.4049
g8414.t1,Not Available,149,954,149,260,13.6161
g8415.t1,Not Available,5,705,5,22,1.5591
g8416.t1,nitroreductase family protein,4,609,4,8,0.6563
g8417.t1,Not Available,177,1893,177,1083,28.5828
g8418.t1,fad binding domain-containing protein,200,1890,200,1157,30.5843
g8419.t1,ent-kaurene oxidase,852,2820,852,1857,32.8996
g842.t1,rsc complex subunit,262,1719,262,448,13.0206
g8420.t1,Not Available,0,303,0,0,0.0000
g8421.t1,n2227-like protein,419,2655,419,1374,25.8553
g8422.t1,Not Available,8,1101,8,26,1.1798
g8423.t1,conserved hypothetical protein [Verticillium albo-atrum VaMs.102],386,603,386,386,31.9814
g8424.t1,importin subunit beta-2,1019,3096,1019,1648,26.5940
g8425.t1,Not Available,83,2061,83,159,3.8543
g8426.t1,tryptophanyl-trna synthetase,2551,7380,2551,3988,26.9977
g8427.t1,related to glucan 4-alpha-glucosidase,334,5877,334,390,3.3154
g8428.t1,Not Available,51,1260,51,165,6.5425
g8429.t1,hypothetical protein CH063_02239 [Colletotrichum higginsianum],4004,711,4004,5149,361.8100
g843.t1,Not Available,25,2367,25,78,1.6464
g8430.t1,Not Available,68,360,68,68,9.4370
g8431.t1,endonuclease exonuclease phosphatase family protein,1711,870,1711,1935,111.1192
g8432.t1,Not Available,0,300,0,1,0.1665
g8433.t1,Not Available,30,753,30,30,1.9905
g8434.t1,Not Available,85,261,85,85,16.2707
g8435.t1,hypothetical protein VDAG_04683 [Verticillium dahliae VdLs.17],1386,1761,1386,1818,51.5777
g8436.t1,Not Available,0,465,0,1,0.1074
g8437.t1,endosomal spry domain,93,1344,93,472,17.5457
g8438.t1,Not Available,0,1197,0,2,0.0835
g8439.t1,Not Available,1657,1548,1657,2566,82.8158
g844.t1,mitochondrial chaperone bcs1,54,1362,54,264,9.6840
g8440.t1,spry domain-containing protein,2282,1464,2282,3437,117.2913
g8441.t1,gmc oxidoreductase,0,987,0,0,0.0000
g8442.t1,Not Available,1,807,1,1,0.0619
g8443.t1,Not Available,34,327,34,146,22.3065
g8444.t1,cell wall protein,130,549,130,506,46.0474
g8445.t1,Not Available,1,279,1,5,0.8954
g8446.t1,Not Available,0,1473,0,0,0.0000
g8447.t1,pantothenate transporter,0,1605,0,0,0.0000
g8448.t1,2og-fe oxygenase family,0,1107,0,0,0.0000
g8449.t1,2og-fe oxygenase,16,1965,16,20,0.5085
g845.t1,mitochondrial chaperone bcs1,1187,1047,1187,1406,67.0913
g8450.t1,Not Available,13,651,13,29,2.2256
g8451.t1,gnat family acetyltransferase,50,699,50,112,8.0051
g8452.t1,methyltransferase domain-containing protein,394,1038,394,394,18.9638
g8453.t1,Not Available,13,1257,13,22,0.8744
g8454.t1,hypothetical protein MGG_02208 [Magnaporthe oryzae 70-15],160,645,160,290,22.4629
g8455.t1,hypothetical protein HMPREF1120_08290 [Exophiala dermatitidis NIH/UT8656],356,1266,356,461,18.1926
g8456.t1,flavoprotein nadh-dependent oxidoreductase,1,3003,1,2,0.0333
g8457.t1,l-psp endoribonuclease family,54,435,54,221,25.3823
g8458.t1,nad dependent epimerase dehydratase family protein,62,1848,62,72,1.9465
g8459.t1,Not Available,2,1095,2,4,0.1825
g846.t1,Not Available,19,1041,19,26,1.2478
g8460.t1,short chain dehydrogenase reductase family oxidoreductase,166,969,166,294,15.1583
g8461.t1,cyclohexanone -monooxygenase,14,2367,14,25,0.5277
g8462.t1,Not Available,0,1320,0,0,0.0000
g8463.t1,allantoate permease,57,4854,57,104,1.0704
g8464.t1,Not Available,0,828,0,1,0.0603
g8465.t1,Not Available,0,729,0,1,0.0685
g8466.t1,metallo-beta-lactamase superfamily protein,99,1083,99,159,7.3349
g8467.t1,Not Available,4,1707,4,17,0.4976
g8468.t1,phenylacetone monooxygenase,32,1809,32,111,3.0656
g8469.t1,lipase,256,1056,256,263,12.4428
g847.t1,drug resistance protein,65,1674,65,90,2.6861
g8470.t1,Not Available,3,543,3,3,0.2760
g8471.t1,2- -hydroxypropyl- dehydrogenase,21,855,21,33,1.9283
g8472.t1,hypothetical protein MAC_07670 [Metarhizium acridum CQMa 102],0,570,0,0,0.0000
g8473.t1,n-benzyl-3-pyrrolidinol dehydrogenase,24,3084,24,55,0.8910
g8474.t1,amp-binding enzyme,727,5433,727,1244,11.4395
g8475.t1,Not Available,1,1299,1,1,0.0385
g8476.t1,copper amine oxidase,222,2061,222,270,6.5451
g8477.t1,Not Available,0,507,0,1,0.0985
g8478.t1,succinate-semialdehyde dehydrogenase,17,1500,17,19,0.6328
g8479.t1,Not Available,0,459,0,0,0.0000
g848.t1,hypothetical protein BC1G_11465 [Botryotinia fuckeliana B05.10],41,3618,41,95,1.3118
g8480.t1,peptidase m24,25,1362,25,43,1.5773
g8481.t1,acetylornithine deacetylase,0,1881,0,1,0.0266
g8482.t1,Not Available,0,723,0,1,0.0691
g8483.t1,c6 transcription factor,1114,1536,1114,1153,37.5029
g8484.t1,Not Available,0,303,0,0,0.0000
g8485.t1,proline permease,39,1563,39,54,1.7261
g8486.t1,Not Available,9,1935,9,15,0.3873
g8487.t1,zinc alcohol,7821,1032,7821,11123,538.4799
g8488.t1,alcohol dehydrogenase,913,2016,913,1097,27.1859
g8489.t1,Not Available,2,1263,2,2,0.0791
g849.t1,p-type atpase,564,4218,564,1226,14.5215
g8490.t1,hypothetical protein NECHADRAFT_86888 [Nectria haematococca mpVI 77-13-4],49,1233,49,54,2.1881
g8491.t1,Not Available,0,525,0,1,0.0952
g8492.t1,Not Available,0,354,0,1,0.1411
g8493.t1,polya nuclease,2921,4527,2921,4391,48.4596
g8494.t1,Not Available,0,621,0,0,0.0000
g8495.t1,conserved hypothetical protein [Aspergillus fumigatus A1163],125,2685,125,264,4.9123
g8496.t1,nitrate reductase,434,930,434,1410,75.7466
g8497.t1,mrna capping enzyme alpha,366,1155,366,937,40.5308
g8498.t1,Not Available,54,3648,54,205,2.8075
g8499.t1,rna polymerase ii transcription elongation factor,468,3738,468,1290,17.2416
g85.t1,Not Available,792,1251,792,3086,123.2440
g850.t1,Not Available,59,534,59,70,6.5491
g8500.t1,Not Available,39,993,39,39,1.9622
g8501.t1,Not Available,229,1842,229,469,12.7207
g8502.t1,sorting nexin-41,896,1812,896,1709,47.1206
g8503.t1,domain-containing protein,5120,1872,5120,6522,174.0613
g8504.t1,Not Available,45,1608,45,63,1.9574
g8505.t1,Not Available,13,1572,13,18,0.5721
g8506.t1,alpha-l-rhamnosidase,168,2229,168,264,5.9173
g8507.t1,Not Available,0,219,0,1,0.2281
g8508.t1,Not Available,36,1542,36,86,2.7864
g8509.t1,kynureninase,381,1422,381,971,34.1151
g851.t1,vacuolar protein sorting-associated protein,1829,2298,1829,2361,51.3302
g8510.t1,Not Available,126,951,126,135,7.0922
g8511.t1,Not Available,14,492,14,15,1.5232
g8512.t1,nad-specific glutamate dehydrogenase,7387,3246,7387,69641,1071.8740
g8513.t1,Not Available,11,3033,11,114,1.8778
g8514.t1,sh3 domain protein,463,4461,463,1319,14.7720
g8515.t1,Not Available,311,2457,311,766,15.5758
g8516.t1,alternative nadh-dehydrogenase,99,1746,99,364,10.4156
g8517.t1,f-box domain containing protein,76,1374,76,82,2.9816
g8518.t1,Not Available,0,417,0,2,0.2396
g8519.t1,Not Available,9,519,9,30,2.8879
g852.t1,Not Available,0,417,0,1,0.1198
g8520.t1,c2h2 finger domain,305,1416,305,519,18.3118
g8521.t1,Not Available,115,312,115,115,18.4149
g8522.t1,hypothetical protein VDAG_06667 [Verticillium dahliae VdLs.17],294,1095,294,294,13.4141
g8523.t1,fungal zn binuclear cluster domain containing protein,276,3873,276,809,10.4359
g8524.t1,Not Available,56,1875,56,185,4.9294
g8525.t1,calponin-like protein,357,2034,357,867,21.2959
g8526.t1,gpi ethanolamine phosphate transferase,315,3123,315,389,6.2231
g8527.t1,Not Available,336,2406,336,445,9.2404
g8528.t1,ntf2 and rrm domain-containing protein,381,1611,381,957,29.6786
g8529.t1,Not Available,147,2550,147,289,5.6622
g853.t1,histidine kinase group protein,286,3273,286,597,9.1129
g8530.t1,ph domain-containing protein,2833,1191,2833,4560,191.2847
g8531.t1,Not Available,0,495,0,0,0.0000
g8532.t1,spindle pole protein,54,669,54,54,4.0327
g8533.t1,Not Available,64,663,64,215,16.2014
g8534.t1,moz protein represents a chromatin-associated acetyltransferase,36,684,36,101,7.3772
g8535.t1,Not Available,739,2691,739,1347,25.0081
g8536.t1,Not Available,0,315,0,0,0.0000
g8537.t1,atp-dependent rna helicase mss116,104,1986,104,196,4.9306
g8538.t1,peroxisomal targeting signal 2 receptor,577,1047,577,746,35.5975
g8539.t1,Not Available,1,465,1,4,0.4298
g854.t1,Not Available,18,1536,18,45,1.4637
g8540.t1,grf zinc finger domain-containing protein,70,1611,70,77,2.3879
g8541.t1,glutathione-dependent formaldehyde-activating enzyme,567,1371,567,872,31.7765
g8542.t1,Not Available,15,570,15,26,2.2789
g8543.t1,nhl repeat-containing protein,60,2709,60,136,2.5082
g8544.t1,Not Available,6,1413,6,15,0.5304
g8545.t1,Not Available,41,663,41,159,11.9815
g8546.t1,hypothetical protein GLRG_02906 [Glomerella graminicola M1.001],613,657,613,738,56.1201
g8547.t1,Not Available,18,1545,18,22,0.7114
g8548.t1,norsolorinic acid reductase,8,1128,8,16,0.7087
g8549.t1,holo-acyl-carrier-protein synthase,22,1314,22,46,1.7490
g855.t1,fungal specific transcription factor domain-containing protein,703,2817,703,1299,23.0383
g8550.t1,Not Available,6,681,6,10,0.7336
g8551.t1,hypothetical protein MYCTH_2310160 [Myceliophthora thermophila ATCC 42464],234,1266,234,317,12.5099
g8552.t1,Not Available,42,513,42,42,4.0903
g8553.t1,Not Available,793,2325,793,1452,31.2012
g8554.t1,atp synthase f0,7663,858,7663,24065,1401.2830
g8555.t1,Not Available,16,1071,16,17,0.7930
g8556.t1,Not Available,53,10902,53,184,0.8432
g8557.t1,dynein heavy chain,1363,13038,1363,4468,17.1210
g8558.t1,Not Available,144,1779,144,353,9.9135
g8559.t1,mutator-like element,5925,5748,5925,8988,78.1220
g856.t1,Not Available,34,1401,34,55,1.9613
g8560.t1,Not Available,75,1128,75,93,4.1191
g8561.t1,Not Available,139,726,139,139,9.5655
g8562.t1,Not Available,23,489,23,23,2.3499
g8563.t1,gcn5-related n-acetyltransferase,2405,930,2405,2594,139.3523
g8564.t1,Not Available,0,219,0,0,0.0000
g8565.t1,histone h4,110,456,110,110,12.0519
g8566.t1,gata transcription factor,675,3504,675,1233,17.5803
g8567.t1,survival factor 1,1584,1143,1584,5067,221.4787
g8568.t1,Not Available,0,732,0,0,0.0000
g8569.t1,Not Available,14,1047,14,22,1.0498
g857.t1,zn 2cys6 cluster transcripitional activator,752,1836,752,1250,34.0145
g8570.t1,hypothetical protein CH063_11648 [Colletotrichum higginsianum],110,1662,110,246,7.3949
g8571.t1,Not Available,13,642,13,40,3.1128
g8572.t1,Not Available,494,1518,494,688,22.6435
g8573.t1,hypothetical protein CH063_12615 [Colletotrichum higginsianum],846,1122,846,1271,56.5952
g8574.t1,cullin family protein,2632,4089,2632,4185,51.1335
g8575.t1,lalv9 family protein,1238,3546,1238,2179,30.7005
g8576.t1,Not Available,212,1527,212,255,8.3431
g8577.t1,mitogen-activated protein kinase,1278,1074,1278,1541,71.6846
g8578.t1,predicted protein [Nectria haematococca mpVI 77-13-4],1394,996,1394,2707,135.7864
g8579.t1,Not Available,463,723,463,1085,74.9754
g858.t1,"hypothetical protein CH063_11674, partial [Colletotrichum higginsianum]",185,2058,185,279,6.7731
g8580.t1,hypothetical protein GLRG_00147 [Glomerella graminicola M1.001],2366,3318,2366,6937,104.4534
g8581.t1,Not Available,2,444,2,5,0.5626
g8582.t1,Not Available,54,699,54,82,5.8609
g8583.t1,heat shock protein hsp98,9341,2778,9341,27535,495.1994
g8584.t1,peroxisomal catalase,346,1764,346,3280,92.8972
g8585.t1,peroxisomal catalase,378,1491,378,4148,138.9915
g8586.t1,Not Available,153,1290,153,198,7.6684
g8587.t1,adp-ribosylation factor 1,404,600,404,589,49.0446
g8588.t1,Not Available,772,453,772,1151,126.9417
g8589.t1,scf complex subunit skp1,4971,519,4971,7059,679.5213
g859.t1,mynd finger family protein,203,1554,203,222,7.1372
g8590.t1,glycosyltransferase family 22 protein,671,1668,671,1084,32.4684
g8591.t1,Not Available,0,462,0,4,0.4326
g8592.t1,Not Available,63,747,63,92,6.1531
g8593.t1,hypothetical protein [Podospora anserina S mat+],67,576,67,107,9.2809
g8594.t1,heat repeat protein,1037,5574,1037,1155,10.3524
g8595.t1,60s ribosomal protein l10a,8013,654,8013,12483,953.6049
g8596.t1,transcription factor,990,5418,990,1603,14.7816
g8597.t1,Not Available,25,2094,25,66,1.5747
g8598.t1,Not Available,5,1011,5,5,0.2471
g8599.t1,Not Available,3,939,3,5,0.2660
g86.t1,alkaline serine protease alp1,1780,1188,1780,7059,296.8616
g860.t1,Not Available,0,342,0,0,0.0000
g8600.t1,hypothetical protein CH063_08294 [Colletotrichum higginsianum],1902,1023,1902,2580,126.0002
g8601.t1,Not Available,0,489,0,2,0.2043
g8602.t1,candidapepsin-4 precursor,37,1368,37,60,2.1913
g8603.t1,Not Available,4,1074,4,12,0.5582
g8604.t1,Not Available,0,1413,0,1,0.0354
g8605.t1,vacuolar membrane protein pep3,674,3150,674,1446,22.9343
g8606.t1,Not Available,0,1041,0,1,0.0480
g8607.t1,methyltransferase domain-containing protein,39,2160,39,87,2.0123
g8608.t1,Not Available,7,1596,7,21,0.6574
g8609.t1,Not Available,75,639,75,142,11.1023
g861.t1,Not Available,9,1275,9,41,1.6066
g8610.t1,dtdp-d-glucose -dehydratase,453,1356,453,748,27.5594
g8611.t1,Not Available,23,528,23,40,3.7849
g8612.t1,Not Available,24,1011,24,48,2.3720
g8613.t1,solute carrier family 35 member e3,142,2232,142,314,7.0285
g8614.t1,rna processing factor 1,100,1263,100,204,8.0696
g8615.t1,glycyl-trna synthetase 1,683,2169,683,3420,78.7760
g8616.t1,Not Available,0,417,0,1,0.1198
g8617.t1,Not Available,0,1716,0,3,0.0873
g8618.t1,protein kinase,1708,2610,1708,3961,75.8214
g8619.t1,Not Available,1,1995,1,2,0.0501
g862.t1,predicted protein [Verticillium albo-atrum VaMs.102],2716,699,2716,16914,1208.9168
g8620.t1,pre-mrna-splicing factor 38b,1294,3432,1294,2552,37.1502
g8621.t1,rab5-like protein ypt51,1249,3165,1249,2500,39.4633
g8622.t1,ribosome biogenesis protein kri1,243,2007,243,562,13.9900
g8623.t1,protein kinase domain-containing protein,48,1848,48,118,3.1901
g8624.t1,Not Available,20,267,20,20,3.7424
g8625.t1,pyrroline-5-carboxylate reductase,243,604,243,1313,108.6063
g8626.t1,Not Available,289,11763,289,519,2.2043
g8627.t1,denitrification regulatory protein nirq,264,15051,264,361,1.1983
g8628.t1,Not Available,0,354,0,0,0.0000
g8629.t1,54s ribosomal protein l12,196,549,196,479,43.5904
g863.t1,gdsl-like lipase acylhydrolase,422,1131,422,600,26.5043
g8630.t1,Not Available,13,342,13,26,3.7982
g8631.t1,ctd kinase subunit gamma,198,717,198,198,13.7966
g8632.t1,Not Available,27,492,27,52,5.2804
g8633.t1,3-oxoacyl-acyl-carrier-protein synthase,364,537,364,695,64.6603
g8634.t1,c2h2 transcription factor,268,2142,268,364,8.4900
g8635.t1,Not Available,0,933,0,0,0.0000
g8636.t1,dna-directed rna polymerases i,556,729,556,786,53.8669
g8637.t1,Not Available,1,786,1,3,0.1907
g8638.t1,tyrosinase central domain-containing protein,2,1125,2,3,0.1332
g8639.t1,spindle pole body interacting protein,644,3891,644,1269,16.2940
g864.t1,Not Available,0,738,0,2,0.1354
g8640.t1,carbohydrate esterase family 1 protein,1383,852,1383,2119,124.2564
g8641.t1,Not Available,0,1980,0,3,0.0757
g8642.t1,Not Available,59,1350,59,80,2.9606
g8643.t1,calcium ion binding protein,222,1854,222,272,7.3297
g8644.t1,Not Available,286,1335,286,533,19.9468
g8645.t1,dihydrofolate reductase,0,450,0,3,0.3331
g8646.t1,small glutamine-rich tetratricopeptide repeat-containing protein a,1407,2334,1407,2586,55.3548
g8647.t1,Not Available,39,1755,39,79,2.2489
g8648.t1,Not Available,20,774,20,42,2.7110
g8649.t1,mediator of rna polymerase ii transcription subunit 10,236,2763,236,594,10.7407
g865.t1,hypothetical protein MYCTH_2123273 [Myceliophthora thermophila ATCC 42464],134,1587,134,147,4.6277
g8650.t1,hypothetical protein MAA_07062 [Metarhizium anisopliae ARSEF 23],101,2286,101,230,5.0267
g8651.t1,Not Available,390,1410,390,858,30.4015
g8652.t1,meab protein,892,1218,892,2203,90.3638
g8653.t1,Not Available,177,1245,177,347,13.9247
g8654.t1,protein pfs2,1075,5127,1075,1758,17.1310
g8655.t1,mitochondrial nuclease,163,2340,163,321,6.8536
g8656.t1,diacylglycerol o-acyltransferase,930,3195,930,1759,27.5057
g8657.t1,Not Available,4,1467,4,9,0.3065
g8658.t1,isoprenylcysteine carboxyl methyltransferase,192,2412,192,278,5.7583
g8659.t1,galactoside o-acetyltransferase,66,684,66,131,9.5685
g866.t1,rna exonuclease,512,5058,512,1144,11.2999
g8660.t1,peroxin 8,914,2040,914,1078,26.4007
g8661.t1,Not Available,0,915,0,0,0.0000
g8662.t1,Not Available,3,1005,3,4,0.1988
